Employee_ID,Full_Name,Department,Job_Title,hire_date,Performance_Rating,Experience_Years,Status,Work_Mode,Salary_INR,city,country,EXPERIENCE_LEVEL,SALARY_BAND
EMP0000169,"Lori Choi",Sales,"Sales Executive",2017-01-15,3,8,Active,Remote,616410,"North Michael",Portugal,Senior,"Medium (5L-15L)"
EMP0000170,"Catherine Wong",Sales,"Sales Executive",2023-06-08,5,2,Active,On-site,541952,"Port Ronaldville",Guinea,Junior,"Medium (5L-15L)"
EMP0000171,"Rebecca Kemp",Operations,"Supply Chain Manager",2020-10-01,3,4,Resigned,On-site,632261,Byrdhaven,"Sri Lanka",Mid_level,"Medium (5L-15L)"
EMP0000172,"Tara Martinez",IT,"IT Manager",2019-07-27,5,6,Active,On-site,2474037,Zacharymouth,"Palestinian Territory",Mid_level,"High (15L-25L"
EMP0000173,"Kathleen Edwards",Sales,"Sales Director",2022-02-18,2,3,Active,On-site,953208,Michaelland,Guinea,Mid_level,"Medium (5L-15L)"
EMP0000174,"Sean Evans",Finance,"Finance Manager",2025-04-24,3,0,Active,On-site,2380770,Bondshire,Israel,Junior,"High (15L-25L"
EMP0000175,"Isaiah Mejia",Marketing,"Marketing Executive",2023-02-05,1,2,Active,Remote,950620,"North Gregoryton",Oman,Junior,"Medium (5L-15L)"
EMP0000176,"Kenneth Taylor",IT,CTO,2025-03-29,4,0,Active,On-site,526140,Colinville,"British Indian Ocean Territory (Chagos Archipelago)",Junior,"Medium (5L-15L)"
EMP0000177,"Antonio Gonzalez",Sales,"Account Manager",2017-02-08,2,8,Active,On-site,852342,"West Johnton",Seychelles,Senior,"Medium (5L-15L)"
EMP0000178,"Tanner Mccormick",Marketing,"Content Strategist",2015-12-28,1,9,Active,On-site,994922,"South Anthony",Tokelau,Senior,"Medium (5L-15L)"
EMP0000179,"Cassandra Rowland",Finance,"Financial Analyst",2020-12-01,2,4,Active,Remote,844254,Jennifertown,Palau,Mid_level,"Medium (5L-15L)"
EMP0000180,"Cheyenne Hernandez",Operations,"Operations Executive",2015-09-08,1,9,Terminated,On-site,832592,"East Kristyberg",Congo,Senior,"Medium (5L-15L)"
EMP0000181,"Frank Garcia",Finance,"Finance Manager",2024-11-25,1,0,Active,Remote,2244884,Rosestad,Uzbekistan,Junior,"High (15L-25L"
EMP0000182,"Jodi Hill",Operations,"Operations Executive",2023-10-12,3,1,Active,Remote,1193816,"East Thomasberg","Kyrgyz Republic",Junior,"Medium (5L-15L)"
EMP0000183,"Jason Bell",IT,"Software Engineer",2011-09-07,5,13,Resigned,Remote,1434052,Ryanview,Denmark,Senior,"Medium (5L-15L)"
EMP0000184,"Teresa Mills",IT,CTO,2024-03-24,3,1,Resigned,On-site,403320,Moodyland,"Syrian Arab Republic",Junior,"Low(below 5L)"
EMP0000185,"Bryan Sellers",Finance,"Financial Analyst",2020-06-04,2,5,Active,On-site,1314522,Perrystad,Guadeloupe,Mid_level,"Medium (5L-15L)"
EMP0000186,"Anne Ramirez",Sales,"Sales Director",2022-03-30,2,3,Active,Remote,563772,"Port Angela",Peru,Mid_level,"Medium (5L-15L)"
EMP0000187,"Kelly Robinson",Finance,Accountant,2025-01-19,5,0,Active,On-site,529192,Dodsonview,Australia,Junior,"Medium (5L-15L)"
EMP0000188,"Peter Harris",HR,"HR Executive",2016-09-30,2,8,Terminated,On-site,790535,"Lake David",Moldova,Senior,"Medium (5L-15L)"
EMP0000189,"Christopher Matthews",Sales,"Sales Executive",2021-05-18,3,4,Active,On-site,652681,"New Paulton","Norfolk Island",Mid_level,"Medium (5L-15L)"
EMP0000190,"Jeffrey Mullen",IT,"Software Engineer",2015-12-09,5,9,Active,On-site,1762025,"East Phillipburgh",Thailand,Senior,"High (15L-25L"
EMP0000191,"Alec Fox",Marketing,"SEO Specialist",2013-04-27,1,12,Active,Remote,422034,"Lake Dean",Maldives,Senior,"Low(below 5L)"
EMP0000192,"Beverly Peterson",Operations,"Operations Executive",2021-11-08,2,3,Resigned,Remote,965645,Hawkinsfurt,Indonesia,Mid_level,"Medium (5L-15L)"
EMP0000193,"Gregory Gomez",Marketing,"Marketing Executive",2014-12-24,5,10,Active,On-site,704458,"West Jamesland",Namibia,Senior,"Medium (5L-15L)"
EMP0000194,"Rebecca Wright",Sales,"Sales Executive",2019-04-20,1,6,Active,Remote,751030,"New Darin",Burundi,Mid_level,"Medium (5L-15L)"
EMP0000195,"Joseph Ramos",IT,"Software Engineer",2020-04-16,1,5,Active,On-site,1372145,Reedhaven,"New Caledonia",Mid_level,"Medium (5L-15L)"
EMP0000196,"Phillip Perkins",R&D,"Lab Technician",2020-04-29,4,5,Active,Remote,511906,Smithmouth,"Faroe Islands",Mid_level,"Medium (5L-15L)"
EMP0000197,"Adam Lane",Operations,"Operations Executive",2020-04-14,4,5,Active,On-site,407565,"East Stephenview",Nepal,Mid_level,"Low(below 5L)"
EMP0000198,"Keith Jackson",IT,"Software Engineer",2013-12-10,3,11,Active,On-site,1492295,"Lake Hannah",Finland,Senior,"Medium (5L-15L)"
EMP0000199,"Kyle Moore",IT,"Software Engineer",2017-01-10,1,8,Resigned,Remote,733357,"Port David","New Zealand",Senior,"Medium (5L-15L)"
EMP0000200,"Raymond Holloway",Operations,"Supply Chain Manager",2019-03-23,1,6,Active,Remote,953595,Davidburgh,Mexico,Mid_level,"Medium (5L-15L)"
EMP0000201,"Christine Sosa",HR,"HR Executive",2022-03-27,1,3,Active,Remote,756202,"North Michelebury","Turks and Caicos Islands",Mid_level,"Medium (5L-15L)"
EMP0000202,"Paige Hayden",IT,"Software Engineer",2025-03-10,1,0,Active,On-site,1231567,"North Charlesfort",Chad,Junior,"Medium (5L-15L)"
EMP0000203,"Eric Mendoza",HR,"Talent Acquisition Specialist",2015-08-24,1,9,Active,On-site,591822,"New John",Oman,Senior,"Medium (5L-15L)"
EMP0000204,"Donald Hawkins",HR,"HR Executive",2021-04-14,3,4,Active,Remote,662559,"New Catherine",Iraq,Mid_level,"Medium (5L-15L)"
EMP0000205,"Holly Harrington",IT,"Software Engineer",2020-06-12,4,5,Resigned,On-site,646256,Jeremytown,"Wallis and Futuna",Mid_level,"Medium (5L-15L)"
EMP0000206,"Hannah Baker",IT,"Data Analyst",2023-10-18,3,1,Resigned,On-site,559033,Bradleyton,"French Guiana",Junior,"Medium (5L-15L)"
EMP0000207,"Jason Jackson",IT,"Software Engineer",2020-11-23,2,4,Active,On-site,1066166,Blackville,Kazakhstan,Mid_level,"Medium (5L-15L)"
EMP0000208,"Jose Baker",IT,"IT Manager",2017-03-03,4,8,Resigned,Remote,2648462,"East Austinville",Argentina,Senior,"Executive (Above 25L)"
EMP0000209,"Ryan Walker",Finance,Accountant,2013-01-06,1,12,Resigned,Remote,501722,"West Jessica",Peru,Senior,"Medium (5L-15L)"
EMP0000210,"Sara Miller",IT,"Data Analyst",2014-09-13,3,10,Active,Remote,1177212,"Lake Davidville",Namibia,Senior,"Medium (5L-15L)"
EMP0000211,"Sara Rodriguez",IT,"Data Analyst",2025-03-23,1,0,Active,Remote,924588,Coltonburgh,Ireland,Junior,"Medium (5L-15L)"
EMP0000212,"George Allen",R&D,"Research Scientist",2023-06-19,2,2,Retired,On-site,878317,Juliechester,Ireland,Junior,"Medium (5L-15L)"
EMP0000213,"Brian Jefferson",Sales,"Account Manager",2020-02-22,2,5,Active,On-site,917524,"New Thomas",Tunisia,Mid_level,"Medium (5L-15L)"
EMP0000214,"Caleb Valencia",Sales,"Business Development Manager",2021-02-01,5,4,Active,On-site,1649214,Chadhaven,"Northern Mariana Islands",Mid_level,"High (15L-25L"
EMP0000215,"Katherine Hull",Operations,"Logistics Coordinator",2023-01-08,2,2,Active,Remote,585626,Sarahberg,"New Zealand",Junior,"Medium (5L-15L)"
EMP0000216,"Melissa Turner",Sales,"Sales Executive",2020-06-30,1,5,Active,On-site,501656,Spencerview,"Cayman Islands",Mid_level,"Medium (5L-15L)"
EMP0000217,"Bruce Carroll",Marketing,"Marketing Executive",2016-08-30,4,8,Active,Remote,492463,"New Laura",Colombia,Senior,"Low(below 5L)"
EMP0000218,"Brandy Cisneros",Sales,"Sales Director",2015-11-06,2,9,Active,On-site,1008572,Jamesburgh,Botswana,Senior,"Medium (5L-15L)"
EMP0000219,"Laura Johnson",Operations,"Operations Executive",2018-10-17,3,6,Active,On-site,517213,"Lake Robert",Bulgaria,Mid_level,"Medium (5L-15L)"
EMP0000220,"Carl Bennett",Finance,"Finance Manager",2013-06-14,3,12,Active,Remote,2312523,Johnshire,"Western Sahara",Senior,"High (15L-25L"
EMP0000221,"Tracy Schultz",HR,"HR Executive",2021-05-09,3,4,Resigned,On-site,543511,Munozstad,Netherlands,Mid_level,"Medium (5L-15L)"
EMP0000222,"Gregory Olson III",Operations,"Operations Executive",2013-03-08,1,12,Active,On-site,1050062,"East Bradleystad",Venezuela,Senior,"Medium (5L-15L)"
EMP0000223,"Kelly Yates",Operations,"Operations Executive",2017-09-03,1,7,Active,On-site,1107214,Alexandraville,Hungary,Mid_level,"Medium (5L-15L)"
EMP0000224,"Kathryn Martin",Marketing,"Marketing Executive",2017-11-16,1,7,Active,On-site,590875,"East Luke",Korea,Mid_level,"Medium (5L-15L)"
EMP0000225,"Seth Gonzalez",HR,"HR Executive",2022-05-04,2,3,Retired,Remote,563749,"East John","Saint Helena",Mid_level,"Medium (5L-15L)"
EMP0000226,"Steven Hicks",IT,"Software Engineer",2023-04-03,4,2,Active,Remote,912385,Matthewsmouth,"Kyrgyz Republic",Junior,"Medium (5L-15L)"
EMP0000227,"Christopher Underwood",IT,"DevOps Engineer",2024-05-04,3,1,Active,On-site,460327,"West James",Singapore,Junior,"Low(below 5L)"
EMP0000228,"Anne Collins",Finance,"Financial Analyst",2019-12-15,3,5,Active,On-site,1395393,"West Amyside",Guatemala,Mid_level,"Medium (5L-15L)"
EMP0000229,"Kevin Monroe",Sales,"Account Manager",2023-06-05,4,2,Active,On-site,1107605,"Port Robertmouth",Korea,Junior,"Medium (5L-15L)"
EMP0000230,"Christopher Williams",Sales,"Sales Director",2021-03-13,1,4,Retired,Remote,760419,Kevinborough,"Puerto Rico",Mid_level,"Medium (5L-15L)"
EMP0000231,"Keith Chase",Sales,"Sales Executive",2018-01-12,2,7,Resigned,On-site,869170,Dianefort,Guinea-Bissau,Mid_level,"Medium (5L-15L)"
EMP0000232,"Elizabeth Oliver",Finance,Accountant,2022-03-21,4,3,Resigned,On-site,862897,"West Katelynfort","El Salvador",Mid_level,"Medium (5L-15L)"
EMP0000233,"Melissa Murphy",Sales,"Sales Executive",2022-12-21,2,2,Active,On-site,598035,"West Kaylamouth","Christmas Island",Junior,"Medium (5L-15L)"
EMP0000234,"Dustin Thomas",Marketing,"Content Strategist",2022-06-30,1,3,Resigned,Remote,469944,Mooremouth,Lesotho,Mid_level,"Low(below 5L)"
EMP0000235,"Alyssa Evans",IT,"Software Engineer",2023-07-19,2,2,Resigned,On-site,1070885,Clarkville,Korea,Junior,"Medium (5L-15L)"
EMP0000236,"Carrie Craig",HR,"HR Executive",2022-11-22,1,2,Active,Remote,705560,Justinhaven,Sweden,Junior,"Medium (5L-15L)"
EMP0000237,"Sheila Young",HR,"HR Manager",2022-03-12,1,3,Active,On-site,822899,Timothyland,"Central African Republic",Mid_level,"Medium (5L-15L)"
EMP0000238,"James Davis",IT,"Software Engineer",2019-10-07,4,5,Active,On-site,1239120,"East Heather","Syrian Arab Republic",Mid_level,"Medium (5L-15L)"
EMP0000239,"Shelby Collins",Sales,"Sales Executive",2018-12-10,1,6,Active,On-site,896227,"Lake Daniel",Cyprus,Mid_level,"Medium (5L-15L)"
EMP0000240,"Sonya Rodgers",IT,"Software Engineer",2016-08-04,2,9,Active,On-site,1730504,"New Francis","Faroe Islands",Senior,"High (15L-25L"
EMP0000241,"Mackenzie Holden",Operations,"Logistics Coordinator",2023-09-17,2,1,Active,On-site,675522,Moyerview,"New Caledonia",Junior,"Medium (5L-15L)"
EMP0000242,"Ricardo Romero",R&D,"Research Scientist",2019-01-19,4,6,Active,On-site,622318,Rebeccamouth,Albania,Mid_level,"Medium (5L-15L)"
EMP0000243,"Carolyn Turner",HR,"HR Executive",2024-05-29,3,1,Active,On-site,583155,"South Veronicaborough","French Southern Territories",Junior,"Medium (5L-15L)"
EMP0000244,"Heather Hayes",IT,"IT Manager",2025-05-13,3,0,Active,On-site,2609857,"East Johnbury",Mayotte,Junior,"Executive (Above 25L)"
EMP0000245,"Terrance Curtis",IT,"Software Engineer",2019-02-27,5,6,Active,On-site,1774843,Jonathanview,Liechtenstein,Mid_level,"High (15L-25L"
EMP0000246,"Christopher Stephens",IT,"Software Engineer",2019-01-26,5,6,Active,Remote,765560,"North Jamesport",Netherlands,Mid_level,"Medium (5L-15L)"
EMP0000247,"Charles Mack",IT,"Software Engineer",2022-07-07,1,3,Resigned,Remote,969847,"Lake Malikview","French Southern Territories",Mid_level,"Medium (5L-15L)"
EMP0000248,"William Shaffer",Sales,"Business Development Manager",2015-07-31,5,10,Resigned,On-site,1147267,Dianafurt,Madagascar,Senior,"Medium (5L-15L)"
EMP0000249,"Brandon Montes",Marketing,"Content Strategist",2016-04-05,4,9,Active,On-site,823191,Anthonymouth,Kiribati,Senior,"Medium (5L-15L)"
EMP0000250,"Jon Murphy",R&D,"Product Developer",2017-03-12,3,8,Resigned,Remote,543053,Colleenshire,Croatia,Senior,"Medium (5L-15L)"
EMP0000251,"Tina Aguilar",R&D,"Research Scientist",2015-11-09,3,9,Active,Remote,406394,Leslieland,"Papua New Guinea",Senior,"Low(below 5L)"
EMP0000252,"David Oliver",Marketing,"Marketing Executive",2021-03-07,5,4,Active,Remote,539520,Williamsmouth,"Palestinian Territory",Mid_level,"Medium (5L-15L)"
EMP0000253,"Charles Peters",Operations,"Logistics Coordinator",2017-05-30,3,8,Terminated,On-site,589290,"South Rebecca",Luxembourg,Senior,"Medium (5L-15L)"
EMP0000254,"Carmen Allen",Sales,"Business Development Manager",2022-09-14,3,2,Active,On-site,1306520,Cunninghammouth,Guam,Junior,"Medium (5L-15L)"
EMP0000255,"Carrie Nguyen",Finance,"Finance Manager",2012-03-13,1,13,Retired,On-site,2277178,"Lake Michelle",Latvia,Senior,"High (15L-25L"
EMP0000256,"Lisa Lloyd",Sales,"Account Manager",2015-09-10,3,9,Resigned,On-site,420787,"South Nicholas",Venezuela,Senior,"Low(below 5L)"
EMP0000257,"Daniel Hess",Operations,"Logistics Coordinator",2017-05-16,2,8,Active,Remote,486337,Dominiqueberg,Italy,Senior,"Low(below 5L)"
EMP0000258,"Kevin Jordan",IT,"Software Engineer",2023-09-27,1,1,Resigned,Remote,745435,Elizabethshire,Egypt,Junior,"Medium (5L-15L)"
EMP0000259,"Monique Mays DDS",Operations,"Operations Executive",2018-03-10,3,7,Active,On-site,962414,Ninaberg,"Antarctica (the territory South of 60 deg S)",Mid_level,"Medium (5L-15L)"
EMP0000260,"Anthony King",HR,"HR Executive",2023-09-07,4,1,Resigned,Remote,642716,Meganville,"Slovakia (Slovak Republic)",Junior,"Medium (5L-15L)"
EMP0000261,"James Steele",Finance,CFO,2019-08-04,4,6,Active,On-site,1054006,"North Laurenland","Antigua and Barbuda",Mid_level,"Medium (5L-15L)"
EMP0000262,"Eric Smith",Sales,"Sales Executive",2012-07-22,1,13,Active,On-site,666567,Rhodesfurt,Monaco,Senior,"Medium (5L-15L)"
EMP0000263,"Laura Young",Operations,"Logistics Coordinator",2019-06-24,2,6,Active,Remote,809698,"West Madison",Armenia,Mid_level,"Medium (5L-15L)"
EMP0000264,"Kathryn Estes",IT,"DevOps Engineer",2017-05-29,1,8,Active,On-site,827834,"South Hannahton",Dominica,Senior,"Medium (5L-15L)"
EMP0000265,"Matthew Allen",Sales,"Sales Executive",2013-12-24,3,11,Active,On-site,440546,"South Andrewview","North Macedonia",Senior,"Low(below 5L)"
EMP0000266,"Jason Morris",Finance,Accountant,2018-05-27,3,7,Active,Remote,730667,"South Timothyfort","Kyrgyz Republic",Mid_level,"Medium (5L-15L)"
EMP0000267,"Antonio Thomas",HR,"Talent Acquisition Specialist",2024-02-26,3,1,Resigned,Remote,1014523,"East Madeline","Pitcairn Islands",Junior,"Medium (5L-15L)"
EMP0000268,"Jacqueline Jones",IT,"DevOps Engineer",2016-05-19,4,9,Active,On-site,531045,Jasonville,Aruba,Senior,"Medium (5L-15L)"
EMP0000269,"Megan Parker",IT,CTO,2018-03-10,2,7,Active,On-site,673455,Oliverborough,Finland,Mid_level,"Medium (5L-15L)"
EMP0000270,"John Hays",Operations,"Operations Executive",2023-08-11,2,2,Active,On-site,1031849,Camposshire,Namibia,Junior,"Medium (5L-15L)"
EMP0000271,"Jennifer Allen",IT,"Software Engineer",2018-05-23,3,7,Resigned,On-site,1604150,"Lake Robinborough","United Kingdom",Mid_level,"High (15L-25L"
EMP0000272,"Cody Roman",Finance,Accountant,2016-03-31,2,9,Active,Remote,872291,"Port Arthurfort",Tajikistan,Senior,"Medium (5L-15L)"
EMP0000273,"Mrs. Christina Jackson",IT,"Data Analyst",2025-02-11,5,0,Active,On-site,1149127,Warnerbury,"Equatorial Guinea",Junior,"Medium (5L-15L)"
EMP0000274,"Michael Anderson",Finance,"Financial Analyst",2022-09-02,1,2,Active,On-site,1304771,Ariasstad,Tokelau,Junior,"Medium (5L-15L)"
EMP0000275,"Scott Edwards",Marketing,"Marketing Executive",2012-08-24,1,12,Resigned,On-site,411435,Brendatown,Rwanda,Senior,"Low(below 5L)"
EMP0000276,"Jeffrey Kline",IT,"Software Engineer",2015-10-23,1,9,Active,On-site,1623945,Hernandezshire,Morocco,Senior,"High (15L-25L"
EMP0000277,"Michael Kidd",Sales,"Business Development Manager",2018-03-14,2,7,Terminated,On-site,1191561,"Port Kristenburgh",Germany,Mid_level,"Medium (5L-15L)"
EMP0000278,"Shawna Ochoa",R&D,"Lab Technician",2017-08-12,1,8,Active,Remote,675325,Sarabury,Anguilla,Senior,"Medium (5L-15L)"
EMP0000279,"Dylan Howe",Marketing,"Marketing Executive",2024-04-01,4,1,Active,On-site,874427,"East Robert","United States of America",Junior,"Medium (5L-15L)"
EMP0000280,"Sarah Lee",Operations,"Operations Executive",2024-08-22,4,0,Active,Remote,754880,Jessicahaven,Moldova,Junior,"Medium (5L-15L)"
EMP0000281,"Katie Kim",Sales,"Sales Executive",2023-10-28,2,1,Retired,Remote,405227,Jenniferland,"Puerto Rico",Junior,"Low(below 5L)"
EMP0000282,"Lisa Rogers",IT,"Software Engineer",2021-11-16,2,3,Active,Remote,915679,Dixonport,Ghana,Mid_level,"Medium (5L-15L)"
EMP0000283,"Timothy Hughes",IT,"Software Engineer",2020-08-16,2,4,Active,Remote,953157,"New Christina",Denmark,Mid_level,"Medium (5L-15L)"
EMP0000284,"Laurie Jackson",IT,"Software Engineer",2024-10-25,1,0,Resigned,Remote,1618997,Savannahport,Kazakhstan,Junior,"High (15L-25L"
EMP0000285,"Matthew Scott",IT,"Data Analyst",2023-05-09,1,2,Active,On-site,688259,"East Kennethview","Antarctica (the territory South of 60 deg S)",Junior,"Medium (5L-15L)"
EMP0000286,"Mr. Thomas Mcgrath",Sales,"Account Manager",2019-05-20,4,6,Active,On-site,807216,Danielshire,"Czech Republic",Mid_level,"Medium (5L-15L)"
EMP0000287,"Brianna Case",Marketing,"Marketing Executive",2020-01-16,1,5,Active,Remote,859806,Amberfort,"Saint Vincent and the Grenadines",Mid_level,"Medium (5L-15L)"
EMP0000288,"Kenneth Rodriguez",HR,"HR Executive",2025-07-19,3,0,Active,Remote,439991,Garciatown,Singapore,Junior,"Low(below 5L)"
EMP0000289,"Mary Miller",IT,"Software Engineer",2023-12-12,1,1,Active,Remote,1005851,Jamesborough,Sudan,Junior,"Medium (5L-15L)"
EMP0000290,"Jacob Cooper",IT,"DevOps Engineer",2010-09-10,1,14,Active,Remote,641078,Gonzalezbury,Namibia,Senior,"Medium (5L-15L)"
EMP0000291,"Kathryn Kirk",IT,"Software Engineer",2013-11-27,3,11,Active,On-site,1138272,Thomasport,Chad,Senior,"Medium (5L-15L)"
EMP0000292,"Brendan Harris",IT,"DevOps Engineer",2020-03-11,5,5,Active,Remote,624321,Cynthiaside,Colombia,Mid_level,"Medium (5L-15L)"
EMP0000293,"Victoria Smith",Sales,"Account Manager",2023-11-14,5,1,Resigned,Remote,720140,"North Sean",Denmark,Junior,"Medium (5L-15L)"
EMP0000294,"David Solis",Sales,"Account Manager",2021-07-14,5,4,Terminated,Remote,986454,"Lake Alexandriahaven","Pitcairn Islands",Mid_level,"Medium (5L-15L)"
EMP0000295,"Dr. Sheryl Harris",IT,"Software Engineer",2015-10-27,1,9,Terminated,Remote,1047082,"South Jennifer",Venezuela,Senior,"Medium (5L-15L)"
EMP0000296,"William Peterson",IT,"Data Analyst",2022-03-19,2,3,Active,Remote,968687,Shermanhaven,Malawi,Mid_level,"Medium (5L-15L)"
EMP0000297,"Jennifer Sexton",IT,"Software Engineer",2022-08-29,5,2,Active,Remote,1184297,"Port Heather",Peru,Junior,"Medium (5L-15L)"
EMP0000298,"Emily Whitaker",Marketing,"Marketing Executive",2022-05-12,5,3,Active,On-site,516134,"Lake Amber",Taiwan,Mid_level,"Medium (5L-15L)"
EMP0000299,"Debra Jacobs",Operations,"Operations Executive",2011-05-07,1,14,Active,On-site,1072516,Floresside,Gabon,Senior,"Medium (5L-15L)"
EMP0000300,"Tiffany Cannon",IT,"DevOps Engineer",2025-03-05,4,0,Active,On-site,992629,Rosefurt,Colombia,Junior,"Medium (5L-15L)"
EMP0000301,"Gloria Hamilton",IT,"Software Engineer",2022-06-11,5,3,Resigned,On-site,798891,"South Megantown",Belgium,Mid_level,"Medium (5L-15L)"
EMP0000302,"Lori Jones",Sales,"Sales Executive",2011-03-23,2,14,Active,Remote,865242,"South Shannonport",Hungary,Senior,"Medium (5L-15L)"
EMP0000303,"Joseph Banks",Operations,"Logistics Coordinator",2022-12-01,1,2,Active,Remote,735544,Davidsonville,"Libyan Arab Jamahiriya",Junior,"Medium (5L-15L)"
EMP0000304,"Phillip Wright",IT,"Software Engineer",2014-10-15,1,10,Active,On-site,1780363,"Lake Erica",Slovenia,Senior,"High (15L-25L"
EMP0000305,"Michele Zhang",Operations,"Operations Executive",2016-12-15,2,8,Active,Remote,1081038,"New Terrimouth","Lao People's Democratic Republic",Senior,"Medium (5L-15L)"
EMP0000306,"Tonya Perez",IT,"Data Analyst",2020-04-24,5,5,Retired,On-site,798481,Bergchester,Tajikistan,Mid_level,"Medium (5L-15L)"
EMP0000307,"Angela Parker",Sales,"Account Manager",2015-08-24,3,9,Active,On-site,637616,Millerton,"Puerto Rico",Senior,"Medium (5L-15L)"
EMP0000308,"Edward Austin",Operations,"Operations Director",2024-11-11,1,0,Active,On-site,925406,"Lake Alexander",Lithuania,Junior,"Medium (5L-15L)"
EMP0000309,"Ann Sloan",IT,"DevOps Engineer",2011-10-16,4,13,Active,On-site,469293,Dianamouth,"British Indian Ocean Territory (Chagos Archipelago)",Senior,"Low(below 5L)"
EMP0000310,"Joseph Stanley",R&D,"Research Scientist",2022-08-20,3,2,Active,On-site,1014787,"Lake Jennifer","Puerto Rico",Junior,"Medium (5L-15L)"
EMP0000311,"Eddie Burch",Marketing,"Content Strategist",2018-01-30,3,7,Active,On-site,748430,"North Christopher",Croatia,Mid_level,"Medium (5L-15L)"
EMP0000312,"Cody Castro",IT,"Software Engineer",2024-11-06,2,0,Active,On-site,1278443,Torresburgh,"Brunei Darussalam",Junior,"Medium (5L-15L)"
EMP0000313,"Daniel Johnson",Operations,"Operations Executive",2020-03-07,1,5,Active,On-site,1180981,"New Patricia",Tuvalu,Mid_level,"Medium (5L-15L)"
EMP0000314,"Amy Gates",Operations,"Operations Executive",2019-10-31,5,5,Terminated,On-site,637032,"West Linda","Wallis and Futuna",Mid_level,"Medium (5L-15L)"
EMP0000315,"Barry Harris",Marketing,"Content Strategist",2022-10-12,5,2,Active,Remote,708964,Foxmouth,"Saint Vincent and the Grenadines",Junior,"Medium (5L-15L)"
EMP0000316,"Daniel Trevino",IT,"Software Engineer",2020-05-22,3,5,Active,On-site,1605377,"Port Sheri","Czech Republic",Mid_level,"High (15L-25L"
EMP0000317,"Elizabeth Stone",IT,"Software Engineer",2018-01-24,4,7,Active,Remote,920183,Jasonborough,Norway,Mid_level,"Medium (5L-15L)"
EMP0000318,"Joel Sutton",IT,"Software Engineer",2017-10-11,1,7,Resigned,Remote,1682509,Courtneyburgh,Finland,Mid_level,"High (15L-25L"
EMP0000319,"Randy Davila",Sales,"Sales Executive",2018-11-06,4,6,Terminated,Remote,691037,Bonnieburgh,Oman,Mid_level,"Medium (5L-15L)"
EMP0000320,"Joseph Harris",R&D,"Product Developer",2018-07-29,1,7,Active,On-site,1176676,"East Jonathan","Costa Rica",Mid_level,"Medium (5L-15L)"
EMP0000321,"James Moore",IT,CTO,2025-07-22,4,0,Resigned,On-site,1055323,"East Danielchester",Cambodia,Junior,"Medium (5L-15L)"
EMP0000322,"Jordan Wise",Marketing,"Marketing Executive",2019-12-15,3,5,Resigned,On-site,1030074,"East Michaelfort","Bosnia and Herzegovina",Mid_level,"Medium (5L-15L)"
EMP0000323,"Thomas Long",Sales,"Business Development Manager",2024-07-01,2,1,Active,On-site,1171104,"Lake Lindsey",Iran,Junior,"Medium (5L-15L)"
EMP0000324,"Andrew Davis",IT,"IT Manager",2024-12-09,3,0,Retired,On-site,2582390,"West Robert",Lesotho,Junior,"Executive (Above 25L)"
EMP0000325,"James Martinez",IT,"IT Manager",2020-11-04,1,4,Active,Remote,2086856,Andersonton,Armenia,Mid_level,"High (15L-25L"
EMP0000326,"Christina Davis",Operations,"Operations Executive",2024-04-17,3,1,Active,Remote,1198109,"South Mathew","Saint Pierre and Miquelon",Junior,"Medium (5L-15L)"
EMP0000327,"Ashley Lloyd",Sales,"Sales Executive",2016-06-28,1,9,Retired,Remote,852296,Martintown,Pakistan,Senior,"Medium (5L-15L)"
EMP0000328,"Mariah Flores",IT,"Software Engineer",2020-06-23,3,5,Active,Remote,714508,"Lake Nicholasport",Afghanistan,Mid_level,"Medium (5L-15L)"
EMP0000329,"Linda Mosley",Sales,"Sales Executive",2025-06-11,3,0,Active,On-site,539365,Jonesland,Niger,Junior,"Medium (5L-15L)"
EMP0000330,"Bridget Mcmahon",IT,"Software Engineer",2021-07-02,3,4,Active,On-site,795391,Terryview,"Heard Island and McDonald Islands",Mid_level,"Medium (5L-15L)"
EMP0000331,"Christopher Baker",Operations,"Operations Executive",2022-11-21,4,2,Resigned,Remote,608574,"New Melissa",Suriname,Junior,"Medium (5L-15L)"
EMP0000332,"Valerie Brown",Marketing,"Marketing Executive",2017-12-17,1,7,Resigned,Remote,780453,"Lake Marktown","United Kingdom",Mid_level,"Medium (5L-15L)"
EMP0000333,"Francisco Thomas",Finance,"Financial Analyst",2013-02-25,4,12,Active,On-site,762353,"South Michaelbury",Malawi,Senior,"Medium (5L-15L)"
EMP0000334,"Matthew Sexton",Marketing,"SEO Specialist",2018-08-18,5,6,Terminated,Remote,455963,"East Davidport",Congo,Mid_level,"Low(below 5L)"
EMP0000335,"Lisa Andrews",Operations,"Supply Chain Manager",2022-09-04,1,2,Resigned,Remote,440822,"East Johnmouth",Gabon,Junior,"Low(below 5L)"
EMP0000336,"Christine Brown",HR,"HR Executive",2019-12-02,2,5,Active,On-site,549036,"Port Angela",Martinique,Mid_level,"Medium (5L-15L)"
EMP0000337,"Lisa Norris",Marketing,"Marketing Executive",2016-08-31,2,8,Resigned,On-site,438280,"Lake Sherryburgh","Trinidad and Tobago",Senior,"Low(below 5L)"
